iter	Logloss
753	0.5823571065
754	0.5823489585
755	0.5823354709
756	0.5823246109
757	0.5823074657
758	0.5823004987
759	0.5822913214
760	0.5822788776
761	0.5822688034
762	0.5822610131
763	0.5822537639
764	0.5822478845
765	0.5822375637
766	0.5822284668
767	0.5822187172
768	0.582208741
769	0.5821960574
770	0.5821817913
771	0.5821639664
772	0.5821554821
773	0.5821443774
774	0.5821367671
775	0.5821300096
776	0.5821203114
777	0.5821114661
778	0.5821002304
779	0.5820716265
780	0.5820641363
781	0.5820565289
782	0.5820486715
783	0.582041062
784	0.5820316059
785	0.5820135981
786	0.5819883021
787	0.5819774276
788	0.581973352
789	0.5819641526
790	0.5819504757
791	0.5819438835
792	0.5819332757
793	0.5819244
794	0.5819135557
795	0.5819037758
796	0.5818939115
797	0.5818823711
798	0.5818761837
799	0.5818711164
800	0.5818500711
801	0.5818417289
802	0.5818314766
803	0.581821068
804	0.5818101636
805	0.5818024129
806	0.58178654
807	0.5817764466
808	0.5817681528
809	0.5817580459
810	0.5817509576
811	0.581744745
812	0.5817375381
813	0.5817289712
814	0.5817214666
815	0.5817135317
816	0.5817067515
817	0.5816965084
818	0.5816892785
819	0.5816801797
820	0.5816735693
821	0.5816621772
822	0.5816556656
823	0.5816448924
824	0.5816375234
825	0.5816231846
826	0.5816190403
827	0.5816108184
828	0.5816008374
829	0.5815910278
830	0.581581938
831	0.5815739843
832	0.5815647015
833	0.5815557076
834	0.5815466335
835	0.5815381731
836	0.5815305337
837	0.5815236762
838	0.5815150949
839	0.5814890907
840	0.581477841
841	0.5814651985
842	0.581455143
843	0.5814468971
844	0.5814392463
845	0.5814209099
846	0.5814113689
847	0.5814081463
848	0.5814000762
849	0.5813902118
850	0.5813797889
851	0.5813683154
852	0.5813579527
853	0.5813405367
854	0.5813343543
855	0.5813270287
856	0.5813207927
857	0.5813067737
858	0.5812951238
859	0.5812873949
860	0.5812630477
861	0.5812585252
862	0.5812527946
863	0.5812428814
864	0.581232268
865	0.5812232497
866	0.5812134627
867	0.5811984379
868	0.5811915129
869	0.5811832995
870	0.5811668515
871	0.5811578185
872	0.5811494418
873	0.5811417022
874	0.58111831
875	0.5811096792
876	0.5811016853
877	0.5810900192
878	0.5810839484
879	0.5810758
880	0.5810661557
881	0.5810566736
882	0.5810509729
883	0.5810411894
884	0.5810331218
885	0.5810248627
886	0.581017077
887	0.5810096073
888	0.5810034354
889	0.5809950098
890	0.5809852517
891	0.5809801159
892	0.5809702413
893	0.5809623229
894	0.5809582736
895	0.5809528374
896	0.5809465706
897	0.5809371842
898	0.5809284963
899	0.5809180297
900	0.5808986846
901	0.5808913567
902	0.5808768007
903	0.5808672078
904	0.5808497671
905	0.5808405425
906	0.5808284211
907	0.5808158201
908	0.580804738
909	0.5807949963
910	0.5807865129
911	0.5807807955
912	0.5807712439
913	0.5807634359
914	0.5807574491
915	0.5807499283
916	0.5807395941
917	0.5807310922
918	0.5807236209
919	0.580717641
920	0.5807094289
921	0.5807013175
922	0.5806948115
923	0.5806883704
924	0.5806700551
925	0.5806605003
926	0.5806511383
927	0.5806428604
928	0.5806342951
929	0.5806260456
930	0.5806183812
931	0.5806079219
932	0.5806008562
933	0.5805928969
934	0.5805832476
935	0.5805729116
936	0.5805533868
937	0.5805450231
938	0.5805366181
939	0.5805273097
940	0.5805124137
941	0.5805046518
942	0.5804952998
943	0.5804888821
944	0.5804801965
945	0.5804699861
946	0.5804659473
947	0.5804592463
948	0.5804508825
949	0.5804453158
950	0.5804365436
951	0.5804260235
952	0.5804173988
953	0.5804095624
954	0.5804033438
955	0.5803938369
956	0.5803853212
957	0.5803798931
958	0.5803534716
959	0.5803452514
960	0.5803401399
961	0.5803326512
962	0.5803236591
963	0.5803166952
964	0.5803007324
965	0.5802920005
966	0.5802783621
967	0.5802702208
968	0.5802613445
969	0.5802497431
970	0.5802411263
971	0.5802405729
972	0.5802251624
973	0.5802170547
974	0.5802109352
975	0.5802036478
976	0.5801947772
977	0.58019056
978	0.580182726
979	0.5801750119
980	0.5801666983
981	0.580157847
982	0.5801465715
983	0.5801383799
984	0.5801113701
985	0.5801056638
986	0.5800981552
987	0.5800929923
988	0.5800840902
989	0.5800763124
990	0.5800702301
991	0.5800629362
992	0.5800554065
993	0.5800480598
994	0.5800308277
995	0.5800257751
996	0.5800156092
997	0.5800085291
998	0.5800038858
999	0.5799949391
